Brand,Model,Variant,Engine Type,Displacement,Max Power,Max Torque,Turbo Charger,Transmission Type,Gearbox,Drive Type
Mahindra,Scorpio N,Z2 E,mStallion (TGDi),1997 cc,200bhp@5000rpm,370Nm@1750-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Scorpio N,Z4 AT,mStallion (TGDi),1997 cc,200bhp@5000rpm,380Nm@1750-3000rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Scorpio N,Z4 Diesel E,mHawk (CRDi),2198 cc,130bhp@3750rpm,300Nm@1500-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Scorpio N,Z4 E,mStallion (TGDi),1997 cc,200bhp@5000rpm,370Nm@1750-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Scorpio N,Z4 Diesel E 4x4,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,370Nm@1500-3000rpm,Yes,Manual,6-Speed,4WD
Mahindra,Scorpio N,Z4 Diesel AT,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,400Nm@1750-2750rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Scorpio N,Z6 Diesel,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,370Nm@1500-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Scorpio N,Z8L,mStallion (TGDi),1997 cc,200bhp@5000rpm,370Nm@1750-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Scorpio N,Z8L 6 Str,mStallion (TGDi),1997 cc,200bhp@5000rpm,370Nm@1750-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Scorpio N,Z6 Diesel AT,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,400Nm@1750-2750rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Scorpio N,Z8L 6 Str AT,mStallion (TGDi),1997 cc,200bhp@5000rpm,380Nm@1750-3000rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Scorpio N,Z8L 6 Str Diesel,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,370Nm@1500-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Scorpio N,Z8L 6 Str Diesel AT,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,400Nm@1750-2750rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Scorpio N,Z8L Carbon Edition,mStallion (TGDi),1997 cc,200bhp@5000rpm,370Nm@1750-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Scorpio N,Z8L Carbon Edition AT,mStallion (TGDi),1997 cc,200bhp@5000rpm,380Nm@1750-3000rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Scorpio N,Z8L AT,mStallion (TGDi),1997 cc,200bhp@5000rpm,380Nm@1750-3000rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Scorpio N,Z8L Carbon Edition Diesel,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,370Nm@1500-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Scorpio N,Z8L Carbon Edition Diesel 4x4,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,370Nm@1500-3000rpm,Yes,Manual,6-Speed,4WD
Mahindra,Scorpio N,Z8L Carbon Edition Diesel AT 4x4,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,400Nm@1750-2750rpm,Yes,Automatic,6-Speed,4WD
Mahindra,Scorpio N,Z8L Diesel,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,370Nm@1500-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Scorpio N,Z8L Carbon Edition Diesel AT,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,400Nm@1750-2750rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Scorpio N,Z8L Diesel 4x4 AT,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,400Nm@1750-2750rpm,Yes,Automatic,6-Speed,4WD
Mahindra,Scorpio N,Z8L Diesel 4x4,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,370Nm@1500-3000rpm,Yes,Manual,6-Speed,4WD
Mahindra,Scorpio N,Z8T,mStallion (TGDi),1997 cc,200bhp@5000rpm,370Nm@1750-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Scorpio N,Z8L Diesel AT,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,400Nm@1750-2750rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Scorpio N,Z8T AT,mStallion (TGDi),1997 cc,200bhp@5000rpm,380Nm@1750-3000rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Scorpio N,Z8T Diesel 4x4,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,370Nm@1500-3000rpm,Yes,Manual,6-Speed,4WD
Mahindra,Scorpio N,Z8T Diesel,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,370Nm@1500-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Scorpio N,Z8T Diesel AT,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,400Nm@1750-2750rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Scorpio N,Z8T Diesel 4x4 AT,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,400Nm@1750-2750rpm,Yes,Automatic,6-Speed,4WD
Mahindra,Scorpio N,Z8 Carbon Edition,mStallion (TGDi),1997 cc,200bhp@5000rpm,370Nm@1750-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Scorpio N,Z8 Carbon Edition AT,mStallion (TGDi),1997 cc,200bhp@5000rpm,380Nm@1750-3000rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Scorpio N,Z8 Carbon Edition Diesel,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,370Nm@1500-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Scorpio N,Z8 Carbon Edition Diesel 4x4,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,370Nm@1500-3000rpm,Yes,Manual,6-Speed,4WD
Mahindra,Scorpio N,Z8 Carbon Edition Diesel AT,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,400Nm@1750-2750rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Scorpio N,Z8 Carbon Edition Diesel AT 4x4,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,400Nm@1750-2750rpm,Yes,Automatic,6-Speed,4WD
Mahindra,Scorpio N,Z8 Diesel,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,370Nm@1500-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Scorpio N,Z8 Diesel AT,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,400Nm@1750-2750rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Scorpio N,Z8 Select,mStallion (TGDi),1997 cc,200bhp@5000rpm,370Nm@1750-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Scorpio N,Z8 Select Diesel,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,370Nm@1500-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Scorpio N,Z8 Select AT,mStallion (TGDi),1997 cc,200bhp@5000rpm,380Nm@1750-3000rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Scorpio N,Z8 Select Diesel AT,mHawk (CRDi),2198 cc,172.45bhp@3500rpm,400Nm@1750-2750rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Thar,AXT RWD Diesel,D117 CRDe,1497 cc,116.93bhp@3500rpm,300Nm@1750-2500rpm,Yes,Manual,6-Speed,RWD
Mahindra,Thar,LXT 4WD,mStallion 150 TGDi,1997 cc,150.19bhp@5000rpm,300Nm@1750-2500rpm,,Manual,6-Speed,4WD
Mahindra,Thar,LXT 4WD AT,mStallion 150 TGDi,1997 cc,150.19bhp@5000rpm,320Nm@1500-3000rpm,Yes,Automatic,6-Speed,4WD
Mahindra,Thar,LXT 4WD Diesel,D117 CRDe Diesel,1497 cc,116.93bhp@3500rpm,300Nm@1750-2500rpm,Yes,Manual,6-Speed,4WD
Mahindra,Thar,LXT 4WD Diesel AT,mHawk 130 CRDe,2184 cc,130bhp@3750rpm,300Nm@1600-2800rpm,Yes,Automatic,6-Speed,4WD
Mahindra,Thar,LXT RWD AT,mStallion 150 TGDi,1997 cc,150.19bhp@5000rpm,320Nm@1500-3000rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Thar,LXT RWD Diesel,D117 CRDe,1497 cc,116.93bhp@3500rpm,300Nm@1750-2500rpm,Yes,Manual,6-Speed,RWD
Mahindra,Thar 2020-2025,AX 6-Str Soft Top,mStallion 150 TGDi Engine,1997 cc,150bhp@5000rpm,300nm@1250-3000rpm,Yes,Manual,6 Speed,4X4
Mahindra,Thar 2020-2025,AX 6-Str Soft Top Diesel,mHawk 130 Engine,2184 cc,130bhp@3750rpm,300nm@1600-2800rpm,Yes,Manual,6 Speed,4X4
Mahindra,Thar 2020-2025,AX Opt 4-Str Hard Top Diesel RWD BSVI,D117 CRDe,1497 cc,116.93bhp@3500rpm,300Nm@1750-2500rpm,Yes,Manual,6 Speed,RWD
Mahindra,Thar 2020-2025,AX Opt 4WD Convert Top BSVI,mStallion 150 TGDi Engine,1997 cc,150bhp@5000rpm,300Nm@1250-3000rpm,Yes,Manual,6 Speed,4X4
Mahindra,Thar 2020-2025,AX Opt 4WD Convert Top Diesel BSVI,mHawk 130 Engine,2184 cc,130bhp@3750rpm,300Nm@1600-2800rpm,Yes,Manual,6 Speed,4X4
Mahindra,Thar 2020-2025,AX Opt 4WD Hard Top Diesel BSVI,mHawk 130 Engine,2184 cc,130bhp@3750rpm,300Nm@1600-2800rpm,Yes,Manual,6 Speed,4X4
Mahindra,Thar 2020-2025,AX Opt Convert Top,mStallion 150 TGDi,1997 cc,150.19bhp@5000rpm,300Nm@1250-3000rpm,Yes,Manual,6-Speed,4WD
Mahindra,Thar 2020-2025,AX Opt Convert Top Diesel,mHawk 130 CRDe,2184 cc,130.07bhp@3750rpm,300Nm@1600-2800rpm,Yes,Manual,6-Speed,4WD
Mahindra,Thar 2020-2025,AX Opt Hard Top Diesel,mHawk 130 CRDe,2184 cc,130.07bhp@3750rpm,300Nm@1600-2800rpm,Yes,Manual,6-Speed,4WD
Mahindra,Thar 2020-2025,AX Opt Hard Top Diesel RWD,D117 CRDe,1497 cc,116.93bhp@3500rpm,300Nm@1750-2500rpm,Yes,Manual,6-Speed,RWD
Mahindra,Thar 2020-2025,AX Std 6-Str Soft Top,mStallion 150 TGDi Engine,1997 cc,150bhp@5000rpm,300nm@1250-3000rpm,Yes,Manual,6 Speed,4X4
Mahindra,Thar 2020-2025,Earth Edition,mStallion 150 TGDi,1997 cc,150.19bhp@5000rpm,300Nm@1250-3000rpm,Yes,Manual,6-Speed,4WD
Mahindra,Thar 2020-2025,Earth Edition AT,mStallion 150 TGDi,1997 cc,150.19bhp@5000rpm,300Nm@1250-3000rpm,Yes,Automatic,6-Speed AT,4WD
Mahindra,Thar 2020-2025,Earth Edition Diesel,mHawk 130 CRDe,2184 cc,130.07bhp@3750rpm,300Nm@1600-2800rpm,Yes,Manual,6-Speed,4WD
Mahindra,Thar 2020-2025,Earth Edition Diesel AT,mHawk 130 CRDe,2184 cc,130.07bhp@3750rpm,300Nm@1600-2800rpm,Yes,Automatic,6-Speed AT,4WD
Mahindra,Thar 2020-2025,LX 4-Str Hard Top AT RWD BSVI,mStallion 150 TGDi Engine,1997 cc,150bhp@5000rpm,320Nm@1500-3000rpm,Yes,Automatic,6 Speed,RWD
Mahindra,Thar 2020-2025,LX 4-Str Hard Top Diesel RWD BSVI,D117 CRDe,1497 cc,116.93bhp@3500rpm,300Nm@1750-2500rpm,Yes,Manual,6 Speed,RWD
Mahindra,Thar 2020-2025,LX 4WD Convert Top AT BSVI,mStallion 150 TGDi Engine,1997 cc,150bhp@5000rpm,320Nm@1500-3000rpm,Yes,Automatic,6 Speed,4X4
Mahindra,Thar 2020-2025,LX 4WD Convert Top Diesel AT BSVI,mHawk 130 Engine,2184 cc,130bhp@3750rpm,300Nm@1600-2800rpm,Yes,Automatic,6 Speed,4X4
Mahindra,Thar 2020-2025,LX 4WD Convert Top Diesel BSVI,mHawk 130 Engine,2184 cc,130bhp@3750rpm,300Nm@1600-2800rpm,Yes,Manual,6 Speed,4X4
Mahindra,Thar 2020-2025,LX 4WD Hard Top AT BSVI,mStallion 150 TGDi Engine,1997 cc,150bhp@5000rpm,320Nm@1500-3000rpm,Yes,Automatic,6 Speed,4X4
Mahindra,Thar 2020-2025,LX 4WD Hard Top BSVI,mStallion 150 TGDi Engine,1997 cc,150bhp@5000rpm,300Nm@1250-3000rpm,Yes,Manual,6 Speed,4X4
Mahindra,Thar 2020-2025,LX 4WD Hard Top Diesel AT BSVI,mHawk 130 Engine,2184 cc,130bhp@3750rpm,300Nm@1600-2800rpm,Yes,Automatic,6 Speed,4X4
Mahindra,Thar 2020-2025,LX 4WD Hard Top Diesel BSVI,mHawk 130 Engine,2184 cc,130bhp@3750rpm,300Nm@1600-2800rpm,Yes,Manual,6 Speed,4X4
Mahindra,Thar 2020-2025,LX Convert Top AT,mStallion 150 TGDi,1997 cc,150.19bhp@5000rpm,320Nm@1250-3000rpm,Yes,Automatic,6-Speed,4WD
Mahindra,Thar 2020-2025,LX Convert Top Diesel,mHawk 130 CRDe,2184 cc,130.07bhp@3750rpm,300Nm@1600-2800rpm,Yes,Manual,6-Speed,4WD
Mahindra,Thar 2020-2025,LX Convert Top Diesel AT,mHawk 130 CRDe,2184 cc,130.07bhp@3750rpm,300Nm@1600-2800rpm,Yes,Automatic,6-Speed,4WD
Mahindra,Thar 2020-2025,LX Hard Top,mStallion 150 TGDi,1997 cc,150.19bhp@5000rpm,300Nm@1250-3000rpm,Yes,Manual,6-Speed,4WD
Mahindra,Thar 2020-2025,LX Hard Top AT,mStallion 150 TGDi,1997 cc,150.19bhp@5000rpm,320Nm@1250-3000rpm,Yes,Automatic,6-Speed,4WD
Mahindra,Thar 2020-2025,LX Hard Top AT RWD,mStallion 150 TGDi,1997 cc,150.19bhp@5000rpm,320Nm@1250-3000rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Thar 2020-2025,LX Hard Top Diesel,mHawk 130 CRDe,2184 cc,130.07bhp@3750rpm,300Nm@1600-2800rpm,Yes,Manual,6-Speed,4WD
Mahindra,Thar 2020-2025,LX Hard Top Diesel AT,mHawk 130 CRDe,2184 cc,130.07bhp@3750rpm,300Nm@1600-2800rpm,Yes,Automatic,6-Speed,4WD
Mahindra,Thar 2020-2025,LX Hard Top Diesel RWD,D117 CRDe,1497 cc,116.93bhp@3500rpm,300Nm@1750-2500rpm,Yes,Manual,6-Speed,RWD
Mahindra,Thar 2020-2025,LX Hard Top MLD Diesel,mHawk 130 CRDe,2184 cc,130.07bhp@3750rpm,300Nm@1600-2800rpm,Yes,Manual,6-Speed,4WD
Mahindra,Thar 2020-2025,LX Hard Top MLD Diesel AT,mHawk 130 CRDe,2184 cc,130.07bhp@3750rpm,300Nm@1600-2800rpm,Yes,Automatic,6-Speed,4WD
Mahindra,Thar ROXX,AX3L RWD Diesel,2.2L mHawk,2184 cc,150bhp@3750rpm,330Nm@1500-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Thar ROXX,AX5L 4WD Diesel AT,2.2L mHawk,2184 cc,172bhp@3500rpm,400Nm@1750 -2750rpm,Yes,Automatic,6-Speed AT,4WD
Mahindra,Thar ROXX,AX5L RWD Diesel AT,2.2L mHawk,2184 cc,172bhp@3500rpm,370Nm@1500-3000rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Thar ROXX,AX7L 4WD Diesel,2.2L mHawk,2184 cc,150bhp@3750rpm,330Nm@1500-3000rpm,Yes,Manual,6-Speed,4WD
Mahindra,Thar ROXX,AX7L 4WD Diesel AT,2.2L mHawk,2184 cc,172bhp@3500rpm,400Nm@1750 -2750rpm,Yes,Automatic,6-Speed AT,4WD
Mahindra,Thar ROXX,AX7L RWD AT,2.0L mStallion,1997 cc,174bhp@5000rpm,380Nm@1750-3000rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Thar ROXX,AX7L RWD Diesel AT,2.2L mHawk,2184 cc,172bhp@3500rpm,400Nm@1750 -2750rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Thar ROXX,AX7L RWD Diesel,2.2L mHawk,2184 cc,150bhp@3750rpm,330Nm@1500-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Thar ROXX,MX1 RWD,2.0L mStallion,1997 cc,160bhp@5000rpm,330Nm@1500-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Thar ROXX,MX1 RWD Diesel,2.2L mHawk,2184 cc,150bhp@3750rpm,330Nm@1500-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Thar ROXX,MX3 RWD AT,2.0L mStallion,1997 cc,174bhp@5000rpm,380Nm@1750-3000rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Thar ROXX,MX3 RWD Diesel,2.2L mHawk,2184 cc,150bhp@3750rpm,330Nm@1500-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Thar ROXX,MX3 RWD Diesel AT,2.2L mHawk,2184 cc,150bhp@3750rpm,330Nm@1500-3000rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Thar ROXX,MX5 4WD Diesel,2.2L mHawk,2184 cc,150bhp@3750rpm,330Nm@1500-3000rpm,Yes,Manual,6-Speed,4WD
Mahindra,Thar ROXX,MX5 RWD,2.0L mStallion,1997 cc,160bhp@5000rpm,330Nm@1500-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Thar ROXX,MX5 RWD AT,2.0L mStallion,1997 cc,174bhp@5000rpm,380Nm@1750-3000rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Thar ROXX,MX5 RWD Diesel AT,2.2L mHawk,2184 cc,150bhp@3750rpm,330Nm@1500-3000rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Thar ROXX,MX5 RWD Diesel,2.2L mHawk,2184 cc,150bhp@3750rpm,330Nm@1500-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Thar ROXX,Star Edition AT,2.0L mStallion,1997 cc,174bhp@5000rpm,380Nm@1750-3000rpm,Yes,Automatic,6-Speed,RWD
Mahindra,Thar ROXX,Star Edition Diesel,2.2L mHawk,2184 cc,150bhp@3750rpm,330Nm@1500-3000rpm,Yes,Manual,6-Speed,RWD
Mahindra,Thar ROXX,Star Edition Diesel AT,2.2L mHawk,2184 cc,172bhp@3500rpm,400Nm@1750 -2750rpm,Yes,Automatic,6-Speed,RWD
Mahindra,XEV 9S,Pack One Above 79kWh,,,282bhp,380Nm,,Automatic,Single Speed,RWD
Mahindra,XEV 9S,Pack One Above 59kWh,,,228bhp,380Nm,,Automatic,Single Speed,RWD
Mahindra,XEV 9S,Pack Three 79kWh,,,282bhp,380Nm,,Automatic,Single Speed,RWD
Mahindra,XEV 9S,Pack Three Above 79kWh,,,282bhp,380Nm,,Automatic,Single Speed,RWD
Mahindra,XEV 9S,Pack Two Above 70kWh,,,242bhp,380Nm,,Automatic,Single Speed,RWD
Mahindra,XEV 9e,Cineluxe Edition,,,282bhp,380Nm,,Automatic,Single Speed,RWD
Mahindra,XEV 9S,Pack Two Above 79kWh,,,282bhp,380Nm,,Automatic,Single Speed,RWD
Mahindra,XEV 9e,Pack One,,,228bhp,380Nm,,Automatic,Single Speed,RWD
Mahindra,XEV 9e,Pack One 11.2kw Charger,,,228bhp,380Nm,,Automatic,Single Speed,RWD
Mahindra,XEV 9e,Pack One 7.2kw Charger,,,228bhp,380Nm,,Automatic,Single Speed,RWD
Mahindra,XEV 9e,Pack Three 11.2kw Charger,,,282bhp,380Nm,,Automatic,Single Speed,RWD
Mahindra,XEV 9e,Pack Three,,,282bhp,380Nm,,Automatic,Single Speed,RWD
Mahindra,XEV 9e,Pack Three 7.2kw Charger,,,282bhp,380Nm,,Automatic,Single Speed,RWD
Mahindra,XEV 9e,Pack Three Select,,,228bhp,380Nm,,Automatic,Single Speed,RWD
Mahindra,XEV 9e,Pack Three Select 11.2kw Charger,,,228bhp,380Nm,,Automatic,Single Speed,RWD
Mahindra,XEV 9e,Pack Three Select 7.2kw Charger,,,228bhp,380Nm,,Automatic,Single Speed,RWD
Mahindra,XEV 9e,Pack Two,,,228bhp,380Nm,,Automatic,Single Speed,RWD
Mahindra,XEV 9e,Pack Two 11.2kw Charger,,,228bhp,380Nm,,Automatic,Single Speed,RWD
Mahindra,XEV 9e,Pack Two 7.2kw Charger,,,228bhp,380Nm,,Automatic,Single Speed,RWD
Mahindra,XEV 9e,Pack Two 79kWh,,,282bhp,380Nm,,Automatic,1-Speed,RWD
Mahindra,XEV 9e,Pack Two 79kwh 11.2kw Charger,,,282bhp,380Nm,,Automatic,1-Speed,RWD
Mahindra,XEV 9e,Pack Two 79kwh 7.2kw Charger,,,282bhp,380Nm,,Automatic,1-Speed,RWD
Mahindra,XUV300,W2,TCMPFi,1197 cc,108.62bhp@5000rpm,200Nm@1500-3500rpm,Yes,Manual,6-Speed,FWD
Mahindra,XUV300,AX Opt 4-Str Hard Top Diesel BSVI,mHawk 130 Engine,2184 cc,130bhp@3750rpm,300nm@1600-2800rpm,Yes,Manual,6 Speed,4X4
Mahindra,XUV300,W4,TCMPFi,1197 cc,108.62bhp@5000rpm,200Nm@1500-3500rpm,Yes,Manual,6-Speed,FWD
Mahindra,XUV300,W4 Diesel,CRDi,1497 cc,115.05bhp@3750rpm,300Nm@1500-2500rpm,Yes,Manual,6-Speed,FWD
Mahindra,XUV300,W4 BSIV,1.2 Petrol Engine,1197 cc,110bhp@5000rpm,200Nm@2000-3500rpm,Yes,Manual,6 Speed,FWD
Mahindra,XUV300,W4 Diesel BSIV,1.5 Diesel Engine,1497 cc,115bhp@3750rpm,300Nm@1500-2500rpm,Yes,Manual,6 Speed,FWD
Mahindra,XUV300,W4 BSVI,1.2L Petrol,1197 cc,108.62bhp@5000rpm,200Nm@2000-3500rpm,Yes,Manual,6 Speed,
Mahindra,XUV300,W4 Diesel BSVI,1.5L Turbo Diesel with CRDi,1497 cc,115.05bhp@3750rpm,300Nm@1500-2500rpm,Yes,Manual,6 Speed,
Mahindra,XUV300,W6 AMT,TCMPFi,1197 cc,108.62bhp@5000rpm,200Nm@1500-3500rpm,Yes,Automatic,6-Speed,FWD
Mahindra,XUV300,W6,TCMPFi,1197 cc,108.62bhp@5000rpm,200Nm@1500-3500rpm,Yes,Manual,6-Speed,FWD
Mahindra,XUV300,W4 Turbo,TGDi,1197 cc,128.73bhp@5000rpm,230Nm@1500-3750rpm,Yes,Manual,6-Speed,FWD
Mahindra,XUV300,W6 AMT Diesel,CRDi,1497 cc,115.05bhp@3750rpm,300Nm@1500-2500rpm,Yes,Automatic,6-Speed,FWD
Mahindra,XUV300,W6 AMT Diesel BSIV,1.5 Diesel Engine,1497 cc,115bhp@3750rpm,300Nm@1500-2500rpm,Yes,Automatic,6 Speed,FWD
Mahindra,XUV300,W6 AMT Diesel BSVI,1.5L Turbo Diesel,1497 cc,115bhp@3750rpm,300Nm@1500-2500rpm,Yes,Automatic,6 Speed,FWD
Mahindra,XUV300,W6 AMT Diesel Sunroof BSVI,1.5L Turbo Diesel,1497 cc,115bhp@3750rpm,300Nm@1500-2500rpm,Yes,Automatic,6-speed AutoSHIFT,FWD
Mahindra,XUV300,W6 AMT Diesel Sunroof NT BSVI,1.5L Turbo Diesel with CRDi,1497 cc,115.05bhp@3750rpm,300Nm@1500-2500rpm,Yes,Automatic,6 Speed,
Mahindra,XUV300,W6 AMT Sunroof BSVI,1.2L Turbo Petrol,1197 cc,108.6bhp@5000rpm,200Nm@2000-3500rpm,Yes,Automatic,6-speed AutoSHIFT,FWD
Mahindra,XUV300,W6 AMT Sunroof NT BSVI,1.2L Petrol,1197 cc,108.62bhp@5000rpm,200Nm@2000-3500rpm,Yes,Automatic,6 Speed,
Mahindra,XUV300,W6 BSIV,1.2 Petrol Engine,1197 cc,110bhp@5000rpm,200Nm@2000-3500rpm,Yes,Manual,6 Speed,FWD
Mahindra,XUV300,W6 BSVI,1.2L Turbo Petrol,1197 cc,108.6bhp@5000rpm,200Nm@2000-3500rpm,Yes,Manual,6 Speed,FWD
Mahindra,XUV300,W6 Diesel,CRDi,1497 cc,115.05bhp@3750rpm,300Nm@1500-2500rpm,Yes,Manual,6-Speed,FWD
Mahindra,XUV300,W6 Diesel BSIV,1.5 Diesel Engine,1497 cc,115bhp@3750rpm,300Nm@1500-2500rpm,Yes,Manual,6 Speed,FWD
Mahindra,XUV300,W6 Diesel BSVI,1.5L Turbo Diesel,1497 cc,115bhp@3750rpm,300Nm@1500-2500rpm,Yes,Manual,6 Speed,FWD
Mahindra,XUV300,W6 Diesel Sunroof BSVI,1.5L Turbo Diesel,1497 cc,115bhp@3750rpm,300Nm@1500-2500rpm,Yes,Manual,6 Speed,FWD
Mahindra,XUV300,W6 Diesel Sunroof NT BSVI,1.5L Turbo Diesel with CRDi,1497 cc,115.05bhp@3750rpm,300Nm@1500-2500rpm,Yes,Manual,6 Speed,
Mahindra,XUV300,W6 Sunroof BSVI,1.2L Turbo Petrol,1197 cc,108.6bhp@5000rpm,200Nm@2000-3500rpm,Yes,Manual,6 Speed,FWD
Mahindra,XUV300,W6 Sunroof NT BSVI,1.2L Petrol,1197 cc,108.62bhp@5000rpm,200Nm@2000-3500rpm,Yes,Manual,6 Speed,
Mahindra,XUV300,W6 Turbo,TGDi,1197 cc,128.73bhp@5000rpm,230Nm@1500-3750rpm,Yes,Manual,6-Speed,FWD
Mahindra,XUV300,W6 Turbosport BSVI,1.2L Turbo Petrol,1197 cc,128.73bhp@5000rpm,230Nm@1500-3750rpm,Yes,Manual,6 Speed,
Mahindra,XUV300,W8,TCMPFi,1197 cc,108.62bhp@5000rpm,200Nm@1500-3500rpm,Yes,Manual,6-Speed,FWD
Mahindra,XUV300,W8 AMT Diesel BSVI,1.5L Turbo Diesel,1497 cc,115bhp@3750rpm,300Nm@1500-2500rpm,Yes,Automatic,6 Speed,FWD
Mahindra,XUV300,W8 AMT Diesel BSIV,1.5L Turbo Diesel Engine,1497 cc,115bhp@3750rpm,300Nm@1500-2500rpm,Yes,Automatic,6 Speed,FWD
Mahindra,XUV300,W8 AMT Option Diesel Dual Tone BSVI,1.5L Turbo Diesel with CRDi,1497 cc,115.05bhp@3750rpm,300Nm@1500-2500rpm,Yes,Automatic,6 Speed,
Mahindra,XUV300,W8 AMT Optional Diesel BSIV,1.5L Turbo Diesel Engine,1497 cc,115bhp@3750rpm,300Nm@1500-2500rpm,Yes,Automatic,6 Speed,FWD
Mahindra,XUV300,W8 AMT Optional Diesel BSVI,1.5L Turbo Diesel with CRDi,1497 cc,115.05bhp@3750rpm,300Nm@1500-2500rpm,Yes,Automatic,6 Speed,
Mahindra,XUV300,W8 BSIV,1.2 Petrol Engine,1197 cc,110bhp@5000rpm,200Nm@2000-3500rpm,Yes,Manual,6 Speed,FWD
Mahindra,XUV300,W8 BSVI,1.2L Petrol,1197 cc,108.62bhp@5000rpm,200Nm@2000-3500rpm,Yes,Manual,6 Speed,
Mahindra,XUV300,W8 DT,TCMPFi,1197 cc,108.62bhp@5000rpm,200Nm@1500-3500rpm,Yes,Manual,6-Speed,FWD
Mahindra,XUV300,W8 DT Diesel,CRDi,1497 cc,115.05bhp@3750rpm,300Nm@1500-2500rpm,Yes,Manual,6-Speed,FWD
Mahindra,XUV300,W8 Diesel,CRDi,1497 cc,115.05bhp@3750rpm,300Nm@1500-2500rpm,Yes,Manual,6-Speed,FWD
Mahindra,XUV300,W8 Diesel BSVI,1.5L Turbo Diesel,1497 cc,115bhp@3750rpm,300Nm@1500-2500rpm,Yes,Manual,6 Speed,FWD
